labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
A. Le joule (J)&nbsp;|17. Soit la formule de l'&eacute;nergie cin&eacute;tique Ec = mv²/2 o&ugrave; m est la masse en kilogrammes (kg) et v la vitesse en m&egrave;tres par secondes -1 (m.s -1 ), quelle sera l'unit&eacute; du r&eacute;sultat final ?|UE3T120117|VRAI|||||||
B. L'amp&egrave;re (A)|17. Soit la formule de l'&eacute;nergie cin&eacute;tique Ec = mv²/2 o&ugrave; m est la masse en kilogrammes (kg) et v la vitesse en m&egrave;tres par secondes -1 (m.s -1 ), quelle sera l'unit&eacute; du r&eacute;sultat final ?|UE3T120117|FAUX|||||||
C. Le kilogramme par m&egrave;tres² par seconde^-1 (kg.m2.s^-1)|17. Soit la formule de l'&eacute;nergie cin&eacute;tique Ec = mv²/2 o&ugrave; m est la masse en kilogrammes (kg) et v la vitesse en m&egrave;tres par secondes -1 (m.s -1 ), quelle sera l'unit&eacute; du r&eacute;sultat final ?|UE3T120117|FAUX|kg m2 s-2||||||
D. Le kilogramme par m&egrave;tres² par seconde^-2 (kg.m2.s^-2)|17. Soit la formule de l'&eacute;nergie cin&eacute;tique Ec = mv²/2 o&ugrave; m est la masse en kilogrammes (kg) et v la vitesse en m&egrave;tres par secondes -1 (m.s -1 ), quelle sera l'unit&eacute; du r&eacute;sultat final ?|UE3T120117|VRAI|||||||
E. Le kilogramme par m&egrave;tres par seconde^-1 (kg.m.s^-1)|17. Soit la formule de l'&eacute;nergie cin&eacute;tique Ec = mv²/2 o&ugrave; m est la masse en kilogrammes (kg) et v la vitesse en m&egrave;tres par secondes -1 (m.s -1 ), quelle sera l'unit&eacute; du r&eacute;sultat final ?|UE3T120117|FAUX|||||||
A. Une dimension d&eacute;signe une grandeur n&eacute;cessaire en physique pour d&eacute;crire les propri&eacute;t&eacute;s de l'univers dans un domaine donn&eacute;.|18. Parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120118|VRAI|||||||
B. Une grandeur sans dimension est due &agrave; un rapport entre 2 grandeurs de m&ecirc;me nature.|18. Parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120118|VRAI|||||||
C. L'indice de r&eacute;fraction d'un milieu est un exemple de grandeur sans dimension.|18. Parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120118|VRAI|||||||
D. La valeur de certaines grandeurs doit &ecirc;tre d&eacute;termin&eacute;e par comptage.|18. Parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120118|VRAI|||||||
E. L'&eacute;nergie cin&eacute;tique Ec de formule Ec = m2v/2 est une des &eacute;quations aux grandeurs utilis&eacute;es avec le syst&egrave;me international.|18. Parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120118|FAUX|E. Attention &agrave; la formule de l'&eacute;nergie cin&eacute;tique qui est Ec = mv²/2 !||||||
A. Les unit&eacute;s d&eacute;riv&eacute;es peuvent parfois &ecirc;tre exprim&eacute;es &agrave; partir des unit&eacute;s de base.|19. Concernant les unit&eacute;s, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120119|FAUX|A. On peut toujours exprimer les unit&eacute;s d&eacute;riv&eacute;es &agrave; partir des unit&eacute;s de base.||||||
B. L'unit&eacute; de base correspondant &agrave; la masse (m) est le gramme (g).|19. Concernant les unit&eacute;s, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120119|FAUX|B. Attention ! L'unit&eacute; de base de la masse est le kilogramme (kg).||||||
C. Le degr&eacute; Celsius (°C) ne fait pas partie des unit&eacute;s de base.|19. Concernant les unit&eacute;s, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120119|VRAI|||||||
D. L'expression en unit&eacute; de base du Pascal (Pa) est le Kg.m.s^-1 .|19. Concernant les unit&eacute;s, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120119|FAUX|D. L'expression en unit&eacute; de base du Pascal (Pa) est le Kg.m^-1 .s-² .||||||
E. On peut caract&eacute;riser l'intensit&eacute; lumineuse grâce &agrave; la candela (cd).|19. Concernant les unit&eacute;s, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120119|VRAI|||||||
B. La dimension de la force est [F] = LTM-² .|20. Concernant les &eacute;quations aux dimensions, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120120|FAUX|B. La dimension de la force est [F] = LMT-² .||||||
C. La dimension de la force est [F] = M.(L/T²).|20. Concernant les &eacute;quations aux dimensions, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120120|VRAI|||||||
D. La dimension de la vitesse est [V] = LT-² .|20. Concernant les &eacute;quations aux dimensions, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120120|FAUX|D. La dimension de la vitesse est [V] = LT^-1 .||||||
E. La dimension du travail est [W] = L²MT-².|20. Concernant les &eacute;quations aux dimensions, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120120|VRAI|||||||
A. Lors de la r&eacute;alisation d'une mesure, il est n&eacute;cessaire de prendre en compte l'erreur totale qui se divise en 3 sources d'erreur.|21. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120121|VRAI|||||||
B. Sur un appareil analogique, l'espacement entre les graduations caract&eacute;rise la pr&eacute;cision de la mesure, aussi appel&eacute; r&eacute;solution.|21. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120121|VRAI|||||||
C. La pr&eacute;cision d&eacute;signe la dispersion statistique.|21. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120121|FAUX|dispersion statistique : r&eacute;sultat diff&eacute;rent peu importe la pr&eacute;cision||||||
D. Une variation de tension de l'alimentation &eacute;lectrique fait partie des ph&eacute;nom&egrave;nes perturbateurs qui modifient l'occurrence.|21. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120121|FAUX|D. Lors d'une variation de tension de l'alimentation &eacute;lectrique, c'est la dispersion statistique qui va &ecirc;tre perturb&eacute;e.||||||
E. L'erreur d'&eacute;chantillonnage et l'erreur de pr&eacute;paration sont comprises dans la pr&eacute;cision de la mesure.|21. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120121|FAUX|E. L'erreur d'&eacute;chantillonnage et l'erreur de pr&eacute;paration font parties des erreurs syst&eacute;matiques, ou encore de l'occurrence !||||||
A. Le processus stochastique consiste &agrave; conna&icirc;tre la r&eacute;partition statistique des valeurs d'une mesure donn&eacute;e.|22. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120122|VRAI|||||||
B. Lors de mesures physiques, des mesures crois&eacute;es inter-laboratoires sont suivies de la r&eacute;alisation des mesures de r&eacute;p&eacute;tabilit&eacute; et de reproductibilit&eacute;.|22. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120122|FAUX|B. La r&eacute;alisation des mesures crois&eacute;es inter-laboratoires dispensent (pas besoin) des mesures de r&eacute;p&eacute;tabilit&eacute; et de reproductibilit&eacute;.||||||
C. Il est important de toujours mesurer le m&ecirc;me mat&eacute;riau ou le m&ecirc;me ph&eacute;nom&egrave;ne dans une mesure de r&eacute;p&eacute;tabilit&eacute;.|22. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120122|FAUX|C. C'est lors de la reproductibilit&eacute; que l'on mesure plusieurs fois le m&ecirc;me &eacute;chantillon ou le m&ecirc;me ph&eacute;nom&egrave;ne.||||||
D. Dans un test de reproductibilit&eacute;, la mesure est re-pr&eacute;par&eacute;e &agrave; chaque fois par la m&ecirc;me personne.|22. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120122|FAUX|D. Pendant la r&eacute;alisation de la reproductibilit&eacute;, la mesure doit &ecirc;tre re-pr&eacute;par&eacute;e &agrave; chaque fois par une personne diff&eacute;rente !||||||
E. Grâce aux nouvelles technologies, il n'est plus n&eacute;cessaire de proc&eacute;der &agrave; un r&eacute;&eacute;talonnage r&eacute;gulier pour les appareils r&eacute;cents.|22. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120122|FAUX|E. Tous les appareils d&eacute;rivent avec le temps. Il faut donc proc&eacute;der &agrave; un r&eacute;&eacute;talonnage r&eacute;gulier.||||||
A. Une mesure pr&eacute;sentant une faible dispersion statistique garantit un r&eacute;sultat correct.|23. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120123|FAUX|A. On peut avoir une tr&egrave;s faible dispersion statistique, et avoir toutefois un r&eacute;sultat faux !||||||
B. On consid&egrave;re que la dispersion statistique doit &ecirc;tre au plus 5 ou 10 fois inf&eacute;rieure &agrave; la valeur limite si on veut que la m&eacute;thode puisse &ecirc;tre utilisable.|23. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120123|FAUX|B. On consid&egrave;re que la dispersion statistique doit &ecirc;tre <b>au moins </b>5 ou 10 fois inf&eacute;rieure &agrave; la valeur limite si on veut que la m&eacute;thode puisse &ecirc;tre utilisable.||||||
C. Si lors d'un test, on veut &eacute;viter les faux positifs, on resserre la fourchette des valeurs admissibles.|23. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120123|VRAI|||||||
D. Si lors d'un test, on veut &eacute;viter les faux n&eacute;gatifs, on resserre la fourchette des valeurs admissibles.|23. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120123|FAUX|D. Les faux n&eacute;gatifs consistent &agrave; rejeter une valeur acceptable. Il faut donc &eacute;largir la fourchette des valeurs admissibles pour les &eacute;viter.||||||
E. Lors d'essais circulaires, l'&eacute;chantillon mesur&eacute; est inconnu.|23. Concernant le calcul d'incertitude, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120123|VRAI|||||||
A. Le principe fondamental de la dynamique a pour formule F = mγ avec m la masse de la particule, γ l'acc&eacute;l&eacute;ration et F la force constante.|24. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120124|VRAI|||||||
B. Le niveau de r&eacute;f&eacute;rence pour l'&eacute;nergie potentielle Epp se situe toujours au niveau du sol. On a alors Epp = 0.|24. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120124|FAUX|B. Il est possible de choisir le niveau de r&eacute;f&eacute;rence pour l'&eacute;nergie potentielle (Epp = 0) &agrave; une altitude quelconque.||||||
C. On appelle quelque fois &eacute;nergie m&eacute;canique Em la somme de l'&eacute;nergie cin&eacute;tique Ec avec l'&eacute;nergie potentielle de pesanteur Epp, ce qui donne la formule Em = Ec + Epp.|24. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120124|VRAI|||||||
D. L'&eacute;nergie m&eacute;canique Em est une quantit&eacute; conserv&eacute;e lorsqu'aucune force ext&eacute;rieure n'intervient dans le syst&egrave;me.|24. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120124|VRAI|||||||
E. L'&eacute;nergie m&eacute;canique Em n'a pas d'unit&eacute;.|24. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120124|FAUX|E. Comme pour toute &eacute;nergie, l'unit&eacute; de l'&eacute;nergie m&eacute;canique Em dans le syst&egrave;me international est le joule (J).||||||
A. Le travail d'une force est souvent not&eacute; W et s'exprime en joules (J).|25. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120125|VRAI|||||||
B. Lorsqu'un solide est statique, il g&eacute;n&egrave;re de l'&eacute;nergie cin&eacute;tique Ec.|25. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120125|FAUX|B. Un solide poss&egrave;de de l'&eacute;nergie cin&eacute;tique du fait de son mouvement. Un solide statique ne peut donc pas en produire.||||||
C. L'&eacute;nergie cin&eacute;tique Ec a pour formule : Ec = 1⁄2.m.Vg².|25. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120125|VRAI|||||||
D. Un transfert d'&eacute;nergie s'effectue du fait du travail des forces ext&eacute;rieures.|25. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120125|VRAI|||||||
E. Dans un syst&egrave;me &agrave; plusieurs particules, le travail &agrave; consid&eacute;rer est celui des forces int&eacute;rieures, les forces ext&eacute;rieures &eacute;tant cens&eacute;es se compenser deux &agrave; deux.|25. Concernant la notion de travail et d'&eacute;nergie, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120125|FAUX|E. C'est l'inverse : ce sont les forces int&eacute;rieures qui se compensent et les forces ext&eacute;rieures qui sont &agrave; consid&eacute;r&eacute;es.||||||
A. Le terme en A/r^n correspond aux forces attractives.|26. Soit la formule du potentiel de Lennard-Jones U R = -(A/r^n - B/r^m ), parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120126|VRAI|||||||
B. Le terme en B/r^n correspond aux forces attractives.|26. Soit la formule du potentiel de Lennard-Jones U R = -(A/r^n - B/r^m ), parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120126|FAUX|||||||
C. Le terme en A/r^n correspond aux forces r&eacute;pulsives.|26. Soit la formule du potentiel de Lennard-Jones U R = -(A/r^n - B/r^m ), parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120126|FAUX|||||||
D. Le terme en B/r^n correspond aux forces r&eacute;pulsives.|26. Soit la formule du potentiel de Lennard-Jones U R = -(A/r^n - B/r^m ), parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120126|VRAI|||||||
E. L'unit&eacute; appel&eacute;e Angstr&ouml;ms (A) correspond &agrave; 10^-11 m&egrave;tres.|26. Soit la formule du potentiel de Lennard-Jones U R = -(A/r^n - B/r^m ), parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120126|FAUX|E. L'angstr&ouml;m correspond &agrave; 10^-10 m&egrave;tres.||||||
A. La temp&eacute;rature T est exprim&eacute;e en degr&eacute;s Celsius (°C).|27. Concernant la formule des gaz parfaits, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120127|FAUX|A. Attention ! Dans la formule des gaz parfaits, la temp&eacute;rature doit &ecirc;tre en Kelvins (K).||||||
B. La pression d'un gaz est un ph&eacute;nom&egrave;ne d&ucirc; aux chocs provoqu&eacute;s par les mol&eacute;cules entre elles.|27. Concernant la formule des gaz parfaits, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120127|FAUX|B. En effet, la pression est due aux chocs des particules sur les parois du r&eacute;cipient||||||
C. Selon la loi de Mariotte, si PV est constant, alors T et n sont aussi constants.|27. Concernant la formule des gaz parfaits, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120127|VRAI|||||||
D. D'apr&egrave;s la loi d'Avogadro, dans des conditions diff&eacute;rentes de pression et de temp&eacute;rature, des volumes &eacute;gaux de gaz parfaits diff&eacute;rents contiennent le m&ecirc;me nombre de mol&eacute;cules.|27. Concernant la formule des gaz parfaits, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120127|FAUX|D. D'apr&egrave;s la loi d'Avogadro, dans les m&ecirc;mes conditions de pression et de temp&eacute;rature, des volumes &eacute;gaux de gaz parfaits diff&eacute;rents contiennent le m&ecirc;me nombre de mol&eacute;cules.||||||
E. L'&eacute;quation de Van der Waals concerne les gaz r&eacute;els.|27. Concernant la formule des gaz parfaits, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120127|VRAI|||||||
A. Lors d'un changement de phase, les &eacute;volutions sont physiques et chimiques.|28. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120128|FAUX|A. Les &eacute;volutions sont des ph&eacute;nom&egrave;nes purement physiques.||||||
B. Pendant une &eacute;volution, le syst&egrave;me &eacute;volue de mani&egrave;re &agrave; ce que son enthalpie G devienne minimale.|28. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120128|VRAI|||||||
C. Un m&eacute;lange gazeux ne peut pas constituer une phase.|28. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120128|FAUX|C. Une phase est toute partie homog&egrave;ne d'un syst&egrave;me. A ce titre, un m&eacute;lange gazeux constitue tout &agrave; fait une phase.||||||
D. Un &eacute;quilibre est homog&egrave;ne si une seule phase est concern&eacute;e.|28. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120128|VRAI|||||||
E. Les &eacute;quilibres peuvent &ecirc;tre irr&eacute;versibles, stables ou m&eacute;tastables.|28. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120128|FAUX|E. Les &eacute;quilibres peuvent &ecirc;tre r&eacute;versibles, stables ou m&eacute;tastables.||||||
A. Les facteurs physiques d'&eacute;quilibre importants sont la pression, le volume et la temp&eacute;rature.|29. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120129|FAUX|A. Les facteurs physiques d'&eacute;quilibre importants sont la pression et la temp&eacute;rature uniquement.||||||
B. Le point invariant est un diagramme d'&eacute;quilibre complet entre les 3 phases d'un m&ecirc;me corps pur.|29. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120129|VRAI|||||||
C. Les vapeurs s&egrave;ches se comportent comme des gaz r&eacute;els.|29. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120129|FAUX|C. Les vapeurs s&egrave;ches se comportent comme des gaz parfaits.||||||
D. Une courbe de vaporisation se limite par le point de d&eacute;part et le point critique.|29. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120129|FAUX|D. La courbe de vaporisation est limit&eacute;e par le point triple et le point critique.||||||
E. Les gaz r&eacute;els ont des propri&eacute;t&eacute;s semblables au mod&egrave;le des gaz parfaits &agrave; basse pression.|29. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120129|VRAI|||||||
A. Sous l'effet d'une diminution de pression ou bien d'une augmentation de temp&eacute;rature, la masse volumique d'un corps pur croit.|30. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120130|VRAI|||||||
B. Sous une forme liquide, les mol&eacute;cules sont fortement li&eacute;es, ce qui rend les liquides difficilement compressibles.|30. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120130|FAUX|B. Sous une forme liquide les mol&eacute;cules sont faiblement li&eacute;es.<br>les liquides sont difficilement compressible.||||||
C. L'h&eacute;lium II est un fluide qui poss&egrave;de une grande viscosit&eacute;.|30. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120130|FAUX|C. L'h&eacute;lium II est appel&eacute; « superfluide », ce qui sous-entend qu'il ne poss&egrave;de aucune viscosit&eacute;.||||||
D. C'est grâce &agrave; sa structure cristalline que le verre est transparent.|30. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120130|FAUX|D. Un solide cristallin est un solide qui est organis&eacute; de mani&egrave;re r&eacute;guli&egrave;re. Or ce n'est pas le cas du verre qui est un solide « amorphe ».||||||
E. Un gel est un liquide emprisonnant une grande quantit&eacute; de bulles de gaz et qui se trouve dans un &eacute;tat de grande viscosit&eacute;.|30. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120130|FAUX|E. Cette d&eacute;finition est celle de la mousse <br>Le gel est un liquide emprisonn&eacute; par une matrice solide.||||||
A. Un collo&iuml;de est une substance qui contient en suspension des particules suffisamment petites pour que le m&eacute;lange soit homog&egrave;ne.|31. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120131|VRAI|||||||
B. Les mol&eacute;cules des collo&iuml;des sont capables d'interagir entre elles et d'&eacute;tablir un r&eacute;seau.|31. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120131|VRAI|||||||
C. Les colles et les gels font partie des collo&iuml;des.|31. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120131|VRAI|||||||
D. Contrairement aux collo&iuml;des, les cristallo&iuml;des sont des microcristaux en &eacute;quilibre dans la solution.|31. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120131|VRAI|||||||
E. Les cristallo&iuml;des sont caract&eacute;ris&eacute;s par le fait qu'ils ne sont jamais visqueux.|31. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120131|FAUX|E. Le cristallo&iuml;de est en effet caract&eacute;ris&eacute; par le fait qu'il n'est pas visqueux mais seulement lorsqu'il est en solution.||||||
A. La sublimation du solide consiste &agrave; augmenter la temp&eacute;rature pour que les vibrations augmentent jusqu'&agrave; rompre les liaisons entre les mol&eacute;cules.|32. Concernant les solides, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120132|VRAI|||||||
B. Le cristal est un solide pour lequel les atomes sont dispos&eacute;s dans l'espace de mani&egrave;re r&eacute;guli&egrave;re et ordonn&eacute;e.|32. Concernant les solides, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120132|VRAI|||||||
C. Les solides purement covalents sont normalement assez durs.|32. Concernant les solides, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120132|VRAI|||||||
D. Les solides ont une faible dilatation et une faible compressibilit&eacute;.|32. Concernant les solides, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120132|VRAI|||||||
E. Les liaisons de Van der Waals ne rendent la mati&egrave;re solide qu'&agrave; tr&egrave;s basses temp&eacute;ratures.|32. Concernant les solides, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120132|VRAI|||||||
