C. Le génotype est l'état d'un caractère observable chez un être vivant	25. Concernant le séquençage des génomes:	UE7S110325	FAUX	C.c'est le phénotype qui permet cela)						segmo
B. Le langage se définit comme tout système de signes d'origine humaine ou non, utilisé à des fins de communication.	1. A propos du langage :	UE7T110301	VRAI							
C. Saussure parle de système de signes, c'est-à-dire la présense d'un signifiant (le sens situe l'unité par rapport aux autres termes) et le signifié (expression phonique).	1. A propos du langage :	UE7T110301	FAUX	C. FAUX, Saussure définit un système de signes, le signifiant et le signifié, qui va permettre le langage, et donc une communication. Elle est possible grâce à un signifiant (c'est l'expression phonique  celui qui parle), et d'un signifié (c'est le sens, c'est ce que dit la personne, donc ce qu'on écoute).						
D. Le langage est aussi bien un outil de liberté que d'enfermement	1. A propos du langage :	UE7T110301	VRAI							
E. La parole ne reflète pas la structure psychologique du groupe.	1. A propos du langage :	UE7T110301	VRAI	E. VRAI, car la langue reflète l'état psychologique du groupe, et la parole l'état psycho de l'individu.						
A. L'accordage affectif de Daniel Stern est introduit dans les interactions mère-nourrisson.	2. A propos du langage :	UE7T110302	VRAI	A. Vrai. Accordage affectif de Daniel Stern : terme introduit par Daniel Stern pour décrire un deuxième degré de relations produit dans les interactions mère-nourrisson. L'accordage affectif prend des éléments discrets d'interactions et les introduit dans un mouvement d'accordage presque musical par lequel les actions des deux sujets s'orientent autour d'une action commune pour faire sentir une émotion ou une intention autre que l'événement discret exprimé. L'accordage affectif correspond à une perception amodale dans laquelle une image peut se réfléchir en son ou en toucher à cause d'un substrat perceptif qui ne distingue pas encore les modes de perception (ouïe, vue, toucher, etc).						
B. Dans le développement, le dialogue corporel succède au langage proprement dit.	2. A propos du langage :	UE7T110302	FAUX	B. Faux : le dialogue corporel précède le langage proprement dit.						
C. Il existe des pathologies du langage, par exemple avec l'hystérie qui est un excès de symbolisation, ou encore avec la schizophrénie présentant une carence de symbolisation.	2. A propos du langage :	UE7T110302	FAUX	C. FAUX. <br>Hystérie : excès de symbolisation <br>Schizophrénie : Néologisme<br>Psychose : carence de symbolisation.						
D. Les principales fonctions du langage sont : une expression du monde intérieur du locuteur, un moyen de communication avec l'entourage, et un mode de représentation du monde extérieur.	2. A propos du langage :	UE7T110302	VRAI							
E. Le langage est le propre de l'homme.	2. A propos du langage :	UE7T110302	FAUX	E. Faux, le langage car c'est un système de signe d'origine HUMAINE OU NON utilisé à des fins de communication.						
A. Il y a un deuil d'un corps d'enfant, et l'acceptation d'un corps sexué ; entre autres avec un mécanisme de défenses.	3. A propos des généralités sur l'adolescence :	UE7T110303	VRAI							
B. Il y a un deuil des images parentales idéalisées notamment avec 3 réactions principales dont le retrait sur soi.	3. A propos des généralités sur l'adolescence :	UE7T110303	FAUX	B. Deuil des images parentales idéalisées avec 4 réactions : T T R R (Transfert, Transformation, Retrait et Régression).						
C. Il y a une modification des rapports sociaux, avec un non investissement du groupe qui sera une source de réassurance.	3. A propos des généralités sur l'adolescence :	UE7T110303	FAUX	C. Modification des rapports sociaux, avec un investissement du groupe.						
D. Il y a une fragilisation narcissique du fait d'une confrontation parentale et des critiques des adultes.	3. A propos des généralités sur l'adolescence :	UE7T110303	VRAI							
E. Les parents seront renvoyés à leur propre adolescence, et à la nécessité de se poser comme adulte et non comme copain.	3. A propos des généralités sur l'adolescence :	UE7T110303	VRAI							
A. Il y a une logique de société de surconsommation.	4. A propos de l'adolescence :	UE7T110304	VRAI							
B. Il va y avoir une apparition des rites de passage.	4. A propos de l'adolescence :	UE7T110304	FAUX	B. FAUX, disparition des rites de passage.						
C. Il y a 3 temps : le temps de passage, le temps de l'accession et le temps mouvant.	4. A propos de l'adolescence :	UE7T110304	VRAI							
D. Dans le temps de l'accession, il va y avoir une autonomie progressive, mais une fermeture sur le monde.	4. A propos de l'adolescence :	UE7T110304	FAUX	D. Faux, dans le temps de l'accession il y a une autonomie progressive ainsi qu'une ouverture sur le monde.						
E. Dans l'adolescence, il y a une problématique névrotique plus que narcissique.	4. A propos de l'adolescence :	UE7T110304	FAUX	E. FAUX, ADOLESCENCE = problématique narcissique plus que névrotique !!						
A. Les vocalisations se font principalement entre la naissance et 2 mois.	5. A propos du développement du langage :	UE7T110305	VRAI							
B. Il y a un accroissement très lent du vocabulaire entre 0 et 6 mois.	5. A propos du développement du langage :	UE7T110305	FAUX	B. Accroissement lent du vocabulaire entre 12 et 16 mois.						
C. A 3 ans, l'enfant sait dire “je”.	5. A propos du développement du langage :	UE7T110305	VRAI							
D. Les premières phrases débutent entre 16 et 20 mois.	5. A propos du développement du langage :	UE7T110305	FAUX	D. Premières phrases  20 à 26 mois.						
E. La réorganisation du lexique se fait entre 16 et 20 mois.	5. A propos du développement du langage :	UE7T110305	VRAI							
"A. Les ""crises de la vie"" possèdent des risques de décompensation psychiatrique."	6. A l'âge adulte :	UE7T110306	VRAI	A. Vrai, ainsi qu'une décompensation somatique.						
B. Les choix de vie positifs ne peuvent réactiver des traumatismes anciens.	6. A l'âge adulte :	UE7T110306	FAUX	B. Faux. Les choix de vie négatifs ET positifs peuvent réactiver des traumatismes anciens.						
C. Un passage de dizaine est une période propice à des changements radicaux.	6. A l'âge adulte :	UE7T110306	VRAI	"C. Vrai, ainsi que toute autre ""crise"": arrivée d'enfant etc."						
"D. Une ""crise de vie"" correspond toujours à l'œuvre d'un processus de deuil."	6. A l'âge adulte :	UE7T110306	FAUX	D. Faux, pas toujours, cela peut être l'œuvre d'une étape de vie.						
E. La personnalité est déjà constituée.	6. A l'âge adulte :	UE7T110306	VRAI							
A. Chez l'enfant, il faut limiter le nombre d'intervenants en gardant une place centrale pour les parents.	7. En cas d'hospitalisation :	UE7T110307	VRAI							
B. Un rythme fixe et fiable doit être instauré pour les enfants et les personnes âgées.	7. En cas d'hospitalisation :	UE7T110307	VRAI							
C. Afin de rassurer les personnes agées, un lien avec l'entourage et le passé doit être maintenu.	7. En cas d'hospitalisation :	UE7T110307	VRAI							
D. L'adolescent doit être vu sans présence psychique des parents.	7. En cas d'hospitalisation :	UE7T110307	FAUX	D. Non, il y a une présence psychique mais l'adolescent doit être vu seul.						
E. Le plan physique est important chez les personnes âgées et les bébés.	7. En cas d'hospitalisation :	UE7T110307	VRAI	E. Vrai, il faut en prendre soin chez le nouveau né et le stimuler chez la personne âgée.						
A. Avant 6 ans, il n'existe aucune notion de mort et vie.	8. Au sujet de la maladie, de la mort et du deuil:	UE7T110308	FAUX	A. Faux, à partir de 2 ans ces notions existent mais de manière réversible.						
B. En cas de pronostic vital, une vie la plus normale possible doit être maintenue le plus longtemps possible.	8. Au sujet de la maladie, de la mort et du deuil:	UE7T110308	VRAI							
C. La mort est présente de manière omniprésente dans les jeux vidéo et les familles.	8. Au sujet de la maladie, de la mort et du deuil:	UE7T110308	FAUX	C. Faux, dans les jeux vidéo oui mais pas dans les familles.						
D. En cas de pronostic vital, il est nécessaire d'imposer les échanges sur la mort pour évacuer les possibles malaises.	8. Au sujet de la maladie, de la mort et du deuil:	UE7T110308	FAUX	D. Faux, les échanges sur la mort ne sont jamais à imposer.						
E. Des questions philosophiques se rajoutent à l'adolescence, complexifiant ces notions.	8. Au sujet de la maladie, de la mort et du deuil:	UE7T110308	VRAI							
A. Suscite l'angoisse, l'anxiété et l'inquiètude.	9. L'hospitalisation :	UE7T110309	VRAI	A. Vrai, c'est-à-dire au fonctionnement anxiogène.						
B. Le fonctionnement groupal rend difficile une relation duelle, d'où la nécessité d'une personnalisation de la relation.	9. L'hospitalisation :	UE7T110309	VRAI							
C. Spitz décrit un risque de dépression anaclitique chez des enfants séparés de leur mère, dans une période sans substitut.	9. L'hospitalisation :	UE7T110309	VRAI	C. Vrai, c'est l'hospitalisme.						
D. L'hospitalisme passe par 3 phases : la protestation, le désespoir et le détachement.	9. L'hospitalisation :	UE7T110309	VRAI							
E. Provoque une perte de tout repère et a donc un risque de désorganisation totale.	9. L'hospitalisation :	UE7T110309	VRAI							
A. La disparition des proches accentue les processus de deuil.	10. La vieillesse :	UE7T110310	VRAI							
B. L'individu peut être confronté à des dysfonctionnements cognitifs.	10. La vieillesse :	UE7T110310	VRAI							
C. Augmente le risque de limitations des plaintes fonctionnelles.	10. La vieillesse :	UE7T110310	FAUX	C. Faux, au contraire il y a un risque de plaintes fonctionelles, elles ne sont pas limitées.						
D. Le repli sur soi, la dépression et les intérêts sont augmentés chez les personnes agées.	10. La vieillesse :	UE7T110310	FAUX	D. Faux, les intérêts ont au contraire un risque de se limiter.						
"E. Pour faire face aux deuils symboliques, les ""assises narcissiques"" sont sollicitées."	10. La vieillesse :	UE7T110310	VRAI							
A. Il a été crée en 1945 par ordonnance.	11. Concernant le système de protection sociale en France :	UE7T110311	VRAI							
B. Il mélange la logique de l'assurance sociale et celle de la solidarité universelle.	11. Concernant le système de protection sociale en France :	UE7T110311	VRAI	B : respectivement, modèles Beveridgien et Bismarkien.						
C. Il a pour objet de protéger les individus contre les risques sociaux.	11. Concernant le système de protection sociale en France :	UE7T110311	VRAI							
D. Celui-ci est majoritairement consacré au financement du risque maladie.	11. Concernant le système de protection sociale en France :	UE7T110311	FAUX	D : celui-ci est majoritairement consacré au financement des retraites.						
E. Le principe de financer les soins repose sur des considérations éthiques.	11. Concernant le système de protection sociale en France :	UE7T110311	VRAI							
A. Une mutuelle garantit à ses adhérents une couverture sociale complémentaire en échange du versement de cotisations.	12. Concernant le système de protection sociale en France :	UE7T110312	VRAI							
B. Les cotisations versées à une mutuelle tiennent compte de la vulnérabilité de l'adhérent.	12. Concernant le système de protection sociale en France :	UE7T110312	FAUX	B : du revenu.						
C. Dans une assurance privée, les primes sont liées à des aides définies au préalable sur contrats.	12. Concernant le système de protection sociale en France :	UE7T110312	VRAI							
D. Dans une assurance privée, les personnes âgées payent des primes plus élevées.	12. Concernant le système de protection sociale en France :	UE7T110312	VRAI							
E. Pour obtenir la Couverture Maladie Universelle (CMU), il suffit de vivre sur le territoire français.	12. Concernant le système de protection sociale en France :	UE7T110312	FAUX	E : pas seulement, il existe des critères de revenu pour l'obtenir.						
A. L'ONDAM (Objectif National des Dépenses d'Assurance Maladie) définit chaque année le financement des soins par l'Assurance Maladie.	13. Concernant le système de protection sociale en France :	UE7T110313	VRAI							
B. Les prestations en espèce visent à compenser une perte de revenu éventuelle.	13. Concernant le système de protection sociale en France :	UE7T110313	VRAI							
C. L'avance des frais peut constituer un frein à l'accès aux soins.	13. Concernant le système de protection sociale en France :	UE7T110313	VRAI							
D. Le ticket modérateur reste à la charge d'un patient atteint d'une ALD (Affection de Longue Durée).	13. Concernant le système de protection sociale en France :	UE7T110313	FAUX	D : faux, les soins en rapport avec une ALD sont totalement pris en charge par l'AM.						
E. En cas d'hospitalisation, le tiers payant est à la charge du patient.	13. Concernant le système de protection sociale en France :	UE7T110313	FAUX	E : non, à la charge de l'AM.						
A. En France, la part de la richesse nationale consacrée au système de santé se situe dans la moyenne de l'Union Européenne.	14. Concernant les dépenses de santé en France :	UE7T110314	FAUX	A : faux, l'UE dans son ensemble y consacre une faible part. Dans le monde, les Etats-Unis y consacrent la plus grande part.						
B. En 2009, la consommation de soins et de biens médicaux représentent environ 180 milliards d'euros.	14. Concernant les dépenses de santé en France :	UE7T110314	VRAI							
C. L'Assurance Maladie tend à diminuer les remboursements médicamenteux afin de combler son déséquilibre financier.	14. Concernant les dépenses de santé en France :	UE7T110314	VRAI							
D. Le niveau de remboursement des soins par l'Assurance Maladie a légèrement baissé dans les 10 dernières années.	14. Concernant les dépenses de santé en France :	UE7T110314	VRAI							
E. Les soins ambulatoires représentent la majeure partie des dépenses de santé en France.	14. Concernant les dépenses de santé en France :	UE7T110314	FAUX							
A. Elle mélange une partie liée à l'activité, et une partie liée aux missions de service public.	15. Concernant la tarification à l'activité (T2A) :	UE7T110315	VRAI							
B. Elle n'est appliquée que dans les établissements publics.	15. Concernant la tarification à l'activité (T2A) :	UE7T110315	FAUX	B : établissements publics et privés (double échelle tarifaire).						
C. Elle couvre les soins de courte durée (activité de Médecine – Chirurgie – Obstétrique (MCO)).	15. Concernant la tarification à l'activité (T2A) :	UE7T110315	VRAI							
D. Elle s'appliquera aux soins de suite et de réadaptation à partir de 2012.	15. Concernant la tarification à l'activité (T2A) :	UE7T110315	VRAI							
E. Les Objectifs Quantifiés de l'Offre de Soins (OQOS) définissent un nombre maximal de séjours par établissement pour un an.	15. Concernant la tarification à l'activité (T2A) :	UE7T110315	VRAI							
A. Ils concentrent environ 100 milliards d'euros des dépenses de santé.	16. Concernant les soins ambulatoires en France :	UE7T110316	FAUX	A : environ 50 milliards.						
B. La T2A assure la rémunération des professionnels de santé libéraux.	16. Concernant les soins ambulatoires en France :	UE7T110316	FAUX	B : financement à l'acte.						
C. La Classification Commune des Actes Médicaux décrit tous les actes chirurgicaux pour leur financement.	16. Concernant les soins ambulatoires en France :	UE7T110316	VRAI							
D. Les médecins conventionnés dans le secteur II ont choisi de respecter les tarifs de la convention.	16. Concernant les soins ambulatoires en France :	UE7T110316	FAUX	D : secteur I.						
E. Les dépassements d'honoraires ne sont pas remboursés par l'Assurance Maladie.	16. Concernant les soins ambulatoires en France :	UE7T110316	VRAI	E : peuvent éventuellement être pris en charge par une mutuelle ou une assurance privée.						
A. Ils représentent environ 35 milliards d'euros des dépenses de santé.	17. Concernant les biens médicaux en France :	UE7T110317	VRAI							
B. La France est un des pays les plus consommateurs de médicaments au monde.	17. Concernant les biens médicaux en France :	UE7T110317	VRAI							
C. L'Autorisation de Mise sur le Marché (AMM) d'un médicament est attribuée par la HAS (Haute Autorité de Santé).	17. Concernant les biens médicaux en France :	UE7T110317	FAUX	C : par l'AFSSAPS (Agence Française de Sécurité Sanitaire des Produits de Santé).						
D. La base de remboursement des médicaments OTC (Over The Counter) est de 65%.	17. Concernant les biens médicaux en France :	UE7T110317	FAUX	D : les médicaments OTC sont en vente libre (but commercial), le pharmacien peut les conseiller.						
E. Les pharmaciens ne peuvent jamais modifier des prescriptions médicales.	17. Concernant les biens médicaux en France :	UE7T110317	FAUX	E : droit de substitution par un générique.						
A. L'état définit les objectifs à atteindre par le système de santé.	18. Concernant le pilotage du système de santé en France :	UE7T110318	VRAI							
B. Les pouvoirs publics sont chargés de mettre à disposition une offre de soins adaptée à la population locale.	18. Concernant le pilotage du système de santé en France :	UE7T110318	VRAI							
C. Les actions de prévention dépendent des conseils régionaux.	18. Concernant le pilotage du système de santé en France :	UE7T110318	FAUX	C : les conseils généraux n'ont aucun pouvoir sur le système de santé (pas de décentralisation).						
D. La politique de santé publique est évaluée sur des indicateurs de santé.	18. Concernant le pilotage du système de santé en France :	UE7T110318	VRAI							
E. L'éducation nationale a des compétences dans le domaine de la santé.	18. Concernant le pilotage du système de santé en France :	UE7T110318	VRAI	E : oui, santé scolaire.						
A. La planification sanitaire régule les installations des établissements de santé.	19. Concernant la répartition de l'offre de soins en France :	UE7T110319	VRAI	A : comprendre par « installations », le nombre de lits.						
B. L'offre de soins hospitalière est homogène sur le territoire.	19. Concernant la répartition de l'offre de soins en France :	UE7T110319	FAUX							
C. Les établissements de santé sont autorisés à délivrer tout type de soins.	19. Concernant la répartition de l'offre de soins en France :	UE7T110319	FAUX	C : faux, sont soumis à des autorisations.						
D. La répartition des officines est fonction de la superficie du territoire choisi.	19. Concernant la répartition de l'offre de soins en France :	UE7T110319	FAUX	D : fonction du nombre d'habitants vivant à proximité.						
E. Le numérus clausus permet de calibrer le nombre de professionnels admis en formation.	19. Concernant la répartition de l'offre de soins en France :	UE7T110319	VRAI							
A. Le ministère chargé de la santé s'appuie sur une administration hiérarchisée.	20. Concernant le pilotage du système de santé en France :	UE7T110320	VRAI							
B. Le Haut Conseil de Santé Publique (HCSP) est chargée de mettre en œuvre la politique de santé publique.	20. Concernant le pilotage du système de santé en France :	UE7T110320	FAUX							
C. La Direction Générale de la Santé (DGS) pilote les programmes de santé publique.	20. Concernant le pilotage du système de santé en France :	UE7T110320	VRAI							
D. Les Agences Régionales de Santé (ARS) ont été mises en place par la loi Hôpital – Patient – Santé – Territoire de 2009.	20. Concernant le pilotage du système de santé en France :	UE7T110320	VRAI							
E. Les ARS ont un rôle de pilotage sur le secteur médico-social.	20. Concernant le pilotage du système de santé en France :	UE7T110320	VRAI							
